.imp,age,race_ethn,year,var,pop,m,q,p,lx,d,L,t,e,c,s,se
2,16,AI/AN,2015,869,74741,0.011626817944635475,0.011559617162506404,0.9884403828374936,66748.78572282018,1351.2622528293505,66073.1545964055,131470.67806639633,1.9696340037156501,0.3325121427717982,0.6674878572282018,0.00159975648770804
2,17,AI/AN,2015,660,74790,0.008824709185720016,0.00878594249201278,0.9912140575079872,65397.523469990825,-0,65397.523469990825,65397.523469990825,1,0.34602476530009174,0.6539752346999083,0.0015673710213336353
2,0,White,2015,119378,2073798,0.05756491230100521,0.055954407034118324,0.9440455929658816,100000,5595.440703411834,97202.27964829409,1430779.9336457597,14.307799336457597,0,1,0
2,1,White,2015,61963,2075735,0.029851112979257948,0.02941212071011928,0.9705878792898808,94404.55929658817,2776.6382936168666,93016.24014977974,1333577.6539974653,14.126199665927167,0.05595440703411836,0.9440455929658816,4.047609057878744e-4
2,2,White,2015,56807,2066670,0.027487213730300435,0.027114561851887296,0.9728854381481127,91627.9210029713,2484.4509313949093,90385.69553727384,1240561.4138476856,13.539119956759215,0.08372078997028698,0.916279210029713,3.928560291681042e-4
2,3,White,2015,52461,2072669,0.02531084316888032,0.02499452689373646,0.9750054731062635,89143.47007157639,2228.098860105005,88029.42064152389,1150175.7183104116,12.902523509426944,0.10856529928423608,0.8914347007157639,3.822039100663388e-4
2,4,White,2015,48959,2088383,0.0234434967149225,0.023171881748102398,0.9768281182518976,86915.37121147139,2013.9927038046444,85908.37485956907,1062146.297668888,12.220465527146047,0.13084628788528618,0.8691537121147138,3.726509041572945e-4
2,5,White,2015,49064,2089020,0.023486610946759724,0.023214001831987102,0.9767859981680129,84901.37850766674,1970.9007562151965,83915.92812955915,976237.9228093189,11.498493192559446,0.15098621492333264,0.8490137850766674,3.6401588147283817e-4
2,6,White,2015,47584,2100343,0.022655347245664162,0.022401589352842453,0.9775984106471576,82930.47775145154,1857.7745074230625,82001.59049774002,892321.9946797597,10.75988006911176,0.17069522248548452,0.8293047775145155,3.5556561613345536e-4
2,7,White,2015,45955,2166731,0.02120937024485273,0.020986811714892643,0.9790131882851073,81072.70324402848,1701.4575581997924,80221.97446492859,810320.4041820198,9.994984399902874,0.18927296755971523,0.8107270324402848,3.4760038121284324e-4
2,8,White,2015,43352,2190819,0.019788033607523032,0.019594168574392258,0.9804058314256078,79371.24568582869,1555.2135679276253,78593.63890186488,730098.4297170911,9.19852552909405,0.20628754314171316,0.7937124568582868,3.4030535746030436e-4
2,9,White,2015,39633,2196120,0.018046828042183487,0.017885440309322945,0.9821145596906771,77816.03211790106,1391.7739975530712,77120.14511912453,651504.7908152263,8.372372287347094,0.22183967882098932,0.7781603211790107,3.336373569194584e-4
2,10,White,2015,37250,2211116,0.0168466964193647,0.01670597616494472,0.9832940238350553,76424.258120348,1276.7418345821206,75785.88720305693,574384.6456961017,7.515737277967394,0.23575741879652012,0.7642425812034799,3.2767010588731515e-4
2,11,White,2015,34832,2245437,0.015512347930491926,0.015392957474480226,0.9846070425255198,75147.51628576587,1156.7425224995968,74569.14502451607,498598.75849304476,6.634933303677093,0.2485248371423413,0.7514751628576587,3.2219605690839674e-4
