.imp,age,race_ethn,year,var,pop
1,1,White,2009,2779,2154867
1,1,White,2010,2934,2093663
1,1,White,2011,2929,2083156
1,1,White,2012,2939,2083780
1,1,White,2013,3003,2069108
1,1,White,2014,2909,2064813
1,1,White,2015,2892,2075735
1,1,White,2016,2283,2076040
1,1,White,2017,764,2049474
1,1,White,2018,47,NA
1,2,AI/AN,2000,140,53107
1,2,AI/AN,2001,157,54175
1,2,AI/AN,2002,172,55604
1,2,AI/AN,2003,171,58429
1,2,AI/AN,2004,182,58962
1,2,AI/AN,2005,228,61418
1,2,AI/AN,2006,186,63530
1,2,AI/AN,2007,163,66997
1,2,AI/AN,2008,190,70104
1,2,AI/AN,2009,181,76699
1,2,AI/AN,2010,200,79441
1,2,AI/AN,2011,203,76925
1,2,AI/AN,2012,204,77350
1,2,AI/AN,2013,177,75655
1,2,AI/AN,2014,170,77443
1,2,AI/AN,2015,166,76335
1,2,AI/AN,2016,146,77049
1,2,AI/AN,2017,60,76721
1,2,AI/AN,2018,3,NA
1,2,Asian/PI,2000,70,169866
1,2,Asian/PI,2001,79,172980
1,2,Asian/PI,2002,69,184106
1,2,Asian/PI,2003,71,203755
1,2,Asian/PI,2004,77,202566
1,2,Asian/PI,2005,90,212975
1,2,Asian/PI,2006,65,219434
1,2,Asian/PI,2007,64,223316
1,2,Asian/PI,2008,47,223537
1,2,Asian/PI,2009,54,232691
1,2,Asian/PI,2010,64,240801
1,2,Asian/PI,2011,47,235411
1,2,Asian/PI,2012,67,239737
1,2,Asian/PI,2013,62,234653
1,2,Asian/PI,2014,50,242736
1,2,Asian/PI,2015,48,255882
1,2,Asian/PI,2016,36,256629
1,2,Asian/PI,2017,15,268296
1,2,Asian/PI,2018,1,NA
1,2,Black,2000,1458,620562
1,2,Black,2001,1323,614138
1,2,Black,2002,1321,620235
1,2,Black,2003,1342,641079
1,2,Black,2004,1273,623792
1,2,Black,2005,1392,617883
1,2,Black,2006,1494,629361
1,2,Black,2007,1263,644630
1,2,Black,2008,1214,660709
1,2,Black,2009,1162,692451
1,2,Black,2010,1199,695418
1,2,Black,2011,1212,676458
1,2,Black,2012,1187,673163
1,2,Black,2013,1228,674683
1,2,Black,2014,1249,673479
1,2,Black,2015,1122,676411
1,2,Black,2016,788,683261
1,2,Black,2017,267,687710
1,2,Black,2018,15,NA
1,2,Hispanic,2000,660,674966
1,2,Hispanic,2001,668,687970
1,2,Hispanic,2002,757,735991
1,2,Hispanic,2003,805,803024
1,2,Hispanic,2004,956,816328
1,2,Hispanic,2005,996,831160
1,2,Hispanic,2006,915,846507
1,2,Hispanic,2007,831,858332
1,2,Hispanic,2008,834,882664
1,2,Hispanic,2009,856,916762
1,2,Hispanic,2010,877,914278
1,2,Hispanic,2011,972,886912
1,2,Hispanic,2012,904,903989
1,2,Hispanic,2013,876,921232
1,2,Hispanic,2014,807,893761
1,2,Hispanic,2015,782,890238
