.imp,age,race_ethn,year,var,pop
0,1,Hispanic,2004,5431,833685
0,1,Hispanic,2005,6510,849671
0,1,Hispanic,2006,8021,862369
0,1,Hispanic,2007,7954,887759
0,1,Hispanic,2008,7989,923309
0,1,Hispanic,2009,8210,917596
0,1,Hispanic,2010,8396,883140
0,1,Hispanic,2011,7806,900683
0,1,Hispanic,2012,7700,917561
0,1,Hispanic,2013,7557,889390
0,1,Hispanic,2014,8157,885591
0,1,Hispanic,2015,7343,891119
0,1,Hispanic,2016,7654,905863
0,1,Hispanic,2017,4511,912725
0,1,White,2001,136,2267087
0,1,White,2002,6675,2302811
0,1,White,2003,15773,2237296
0,1,White,2004,14730,2233245
0,1,White,2005,15860,2231740
0,1,White,2006,17010,2181469
0,1,White,2007,15699,2167370
0,1,White,2008,16103,2183812
0,1,White,2009,16396,2154867
0,1,White,2010,16257,2093663
0,1,White,2011,14982,2083156
0,1,White,2012,14758,2083780
0,1,White,2013,15663,2069108
0,1,White,2014,16100,2064813
0,1,White,2015,16251,2075735
0,1,White,2016,17008,2076040
0,1,White,2017,10164,2049474
0,1,NA,2001,6,NA
0,1,NA,2002,1690,NA
0,1,NA,2003,2024,NA
0,1,NA,2004,2176,NA
0,1,NA,2005,2136,NA
0,1,NA,2006,2510,NA
0,1,NA,2007,2668,NA
0,1,NA,2008,3199,NA
0,1,NA,2009,3508,NA
0,1,NA,2010,3177,NA
0,1,NA,2011,3443,NA
0,1,NA,2012,3697,NA
0,1,NA,2013,2862,NA
0,1,NA,2014,3160,NA
0,1,NA,2015,3009,NA
0,1,NA,2016,2543,NA
0,1,NA,2017,1530,NA
0,2,AI/AN,2001,3,54175
0,2,AI/AN,2002,347,55604
0,2,AI/AN,2003,675,58429
0,2,AI/AN,2004,607,58962
0,2,AI/AN,2005,787,61418
0,2,AI/AN,2006,755,63530
0,2,AI/AN,2007,759,66997
0,2,AI/AN,2008,743,70104
0,2,AI/AN,2009,773,76699
0,2,AI/AN,2010,821,79441
0,2,AI/AN,2011,850,76925
0,2,AI/AN,2012,889,77350
0,2,AI/AN,2013,865,75655
0,2,AI/AN,2014,915,77443
0,2,AI/AN,2015,947,76335
0,2,AI/AN,2016,985,77049
0,2,AI/AN,2017,564,76721
